pta_id,agreement_name,year,total_words,n_articles,n_chapters,hard_p1k_mean,soft_p1k_mean,enf_p1k_mean,oblig_ratio,total_words_norm,n_articles_norm,hard_p1k_mean_norm,enf_p1k_mean_norm,CCI_pilot
104,Canada - Israel,1996,14202.0,74.0,13.0,12.744683847345444,8.167863681171665,7.745387973524855,1.1120759961064144,0.09317607996403002,0.14398422090729782,0.3958986897260499,0.2511766159998018,0.2210589016492949
105,European Economic Area (EEA),1992,15069.0,131.0,29.0,19.642975645364658,6.105249187072799,4.180768465060721,2.198021956144592,0.09917338221561235,0.2564102564102564,0.6101860519623914,0.13557891211158288,0.27533715067496073
106,Faroe Islands - Norway,1992,2963.0,30.0,2.0,18.89976375295309,12.82483968950388,6.41241984475194,1.082765215434807,0.015432504409781066,0.05719921104536489,0.5870990442406704,0.20794954655341488,0.21692007656230783
107,Faroe Islands - Switzerland,1994,1018.0,13.0,2.0,14.734774066797643,10.805500982318271,0.9823182711198428,0.762278978388998,0.001978348839622315,0.02366863905325444,0.4577185135643523,0.03185578050034993,0.12880532048939475
108,Faeroe Islands - Iceland,1992,3063.0,30.0,2.0,18.93568396996409,13.05909239307868,6.203068886712374,1.0881706388072696,0.016124234773285374,0.05719921104536489,0.5882148637478206,0.20116046569956525,0.21567469381650903
109,EU - Turkey,1995,8989.0,67.0,8.0,19.24574479919902,6.6748247858493714,4.004894871509623,2.534695183001446,0.057116176114550554,0.1301775147928994,0.5978465405708632,0.12987547488895584,0.22875392659181726
110,EC Treaty,1957,12025.0,57.0,9.0,31.26819126819127,6.237006237006237,1.1642411642411643,4.247349965349966,0.07811710995054127,0.11045364891518739,0.9713097713097713,0.03775539157513407,0.2994089804376585
111,Common Market for Eastern and Southern Africa (COMESA),1993,31739.0,196.0,37.0,15.154856800781372,8.160307508113046,1.984939664135606,1.3926957366511228,0.21448483381178016,0.38461538461538464,0.47076789210937875,0.06436997468759073,0.28355952130603357
112,North American Free Trade Agreement (NAFTA),1992,78901.0,298.0,24.0,14.676620068186715,8.377587102825059,10.012547369488345,1.6399129437303859,0.540718707847681,0.5857988165680473,0.45591202765005534,0.3246987464543088,0.4767820746300231
113,South Asian Preferential Trade Arrangement (SAPTA),1993,2670.0,27.0,3.0,16.853932584269664,11.235955056179776,6.367041198501872,0.9344569288389513,0.013405734444713449,0.05128205128205128,0.5235476930432703,0.20647795405957148,0.19867835820740162
114,EFTA - Israel,1992,5089.0,40.0,3.0,18.27471015916683,10.218117508351346,6.484574572607585,1.272379424030043,0.03013869193788261,0.07692307692307693,0.567682485795395,0.21028946553915415,0.22125843004887719
115,ASEAN Free Trade Area (AFTA),1992,2232.0,12.0,3.0,22.40143369175627,6.272401433691757,2.6881720430107525,2.446236559139785,0.010375955452564591,0.021696252465483238,0.6958743231907266,0.08717522728321565,0.20378043959799755
116,Andean Community (CAN),1987,17022.0,157.0,18.0,23.499001292445072,9.928328046058043,1.4099400775467044,1.749566434101154,0.11268287621485144,0.3076923076923077,0.7299689763185064,0.045723206978295704,0.29901684180099036
117,Economic Cooperation Organization (ECO),2003,5298.0,39.0,4.0,24.34881087202718,9.248773121932805,5.662514156285391,2.3157417893544734,0.03158440839760661,0.07495069033530573,0.7563673164502059,0.18363071658752111,0.26163328294265986
